기온,노면온도,습도,alti_,시간,경도,위도
3.3,2.2,57.6,10007,2024-01-10 17:47,127.1117571,34.7720856
3.4,1.8,57.6,10007,2024-01-10 17:47,127.1117571,34.7720856
3.3,2.4,57.6,10006,2024-01-10 17:47,127.1118757,34.7722027
3.3,1.7,57.6,10006,2024-01-10 17:47,127.1118757,34.7722027
3.3,0.6,57.6,10006,2024-01-10 17:47,127.1120027,34.7723238
3.3,-1.5,57.6,10006,2024-01-10 17:47,127.1120027,34.7723238
3.3,0.7,57.6,10006,2024-01-10 17:47,127.1121301,34.7724431
3.4,0.5,57.6,10006,2024-01-10 17:47,127.1121301,34.7724431
3.4,0.6,57.6,10006,2024-01-10 17:47,127.1122604,34.7725641
3.4,0.6,57.6,10007,2024-01-10 17:47,127.1122604,34.7725641
3.4,0.4,57.6,10007,2024-01-10 17:47,127.1123884,34.7726864
3.4,0.2,57.6,10008,2024-01-10 17:47,127.1123884,34.7726864
3.4,0.1,57.6,10008,2024-01-10 17:47,127.1125172,34.7728061
3.4,0.5,57.6,10009,2024-01-10 17:47,127.1125172,34.7728061
3.4,0.6,57.6,10009,2024-01-10 17:47,127.1126462,34.7729245
3.4,0.9,57.6,10010,2024-01-10 17:47,127.1126462,34.7729245
3.4,0.3,57.6,10010,2024-01-10 17:47,127.1127782,34.7730407
3.4,-0.5,57.6,10010,2024-01-10 17:47,127.1127782,34.7730407
3.4,1.5,57.6,10009,2024-01-10 17:47,127.1129193,34.7731557
3.4,1.6,57.5,10009,2024-01-10 17:47,127.1129193,34.7731557
3.4,1.4,57.5,10009,2024-01-10 17:47,127.1130623,34.7732626
3.4,2,57.5,10009,2024-01-10 17:47,127.1130623,34.7732626
3.4,1.8,57.5,10009,2024-01-10 17:47,127.1132103,34.7733659
3.4,1.7,57.5,10008,2024-01-10 17:47,127.1132103,34.7733659
3.4,2.2,57.5,10008,2024-01-10 17:47,127.1133612,34.7734657
3.4,1.3,57.5,10008,2024-01-10 17:47,127.1133612,34.7734657
3.4,1.3,57.5,10008,2024-01-10 17:47,127.1135166,34.7735603
3.4,1.7,57.5,10008,2024-01-10 17:47,127.1135166,34.7735603
3.4,1.6,57.5,10008,2024-01-10 17:47,127.1136809,34.7736531
3.4,1.5,57.5,10008,2024-01-10 17:47,127.1136809,34.7736531
3.4,2.2,57.5,10008,2024-01-10 17:47,127.1138501,34.7737448
3.4,1.5,57.5,10008,2024-01-10 17:47,127.1138501,34.7737448
3.4,1.2,57.5,10008,2024-01-10 17:47,127.1140264,34.7738331
3.4,1.7,57.5,10008,2024-01-10 17:47,127.1140264,34.7738331
3.4,1.8,57.5,10008,2024-01-10 17:47,127.114211,34.7739158
3.4,1.8,57.5,10008,2024-01-10 17:47,127.114211,34.7739158
3.4,1.7,57.5,10008,2024-01-10 17:47,127.1143943,34.7739917
3.4,2.1,57.5,10008,2024-01-10 17:47,127.1143943,34.7739917
3.4,1.8,57.5,10008,2024-01-10 17:48,127.1145882,34.7740616
3.4,1.4,57.5,10008,2024-01-10 17:48,127.1147865,34.7741248
3.4,1.6,57.5,10008,2024-01-10 17:48,127.1147865,34.7741248
3.4,1.4,57.5,10008,2024-01-10 17:48,127.1147865,34.7741248
3.4,1.7,57.5,10007,2024-01-10 17:48,127.1149941,34.7741867
3.4,1.4,57.5,10007,2024-01-10 17:48,127.1152052,34.7742397
3.4,1.5,57.5,10007,2024-01-10 17:48,127.1152052,34.7742397
3.4,1.7,57.5,10007,2024-01-10 17:48,127.1152052,34.7742397
3.4,1.7,57.5,10007,2024-01-10 17:48,127.115428,34.7742868
3.4,1.7,57.5,10007,2024-01-10 17:48,127.115428,34.7742868
3.4,1.6,57.5,10006,2024-01-10 17:48,127.1156545,34.774324
3.4,1.9,57.5,10005,2024-01-10 17:48,127.1156545,34.774324
3.4,1.6,57.5,10004,2024-01-10 17:48,127.1158832,34.7743576
3.4,1.5,57.5,10004,2024-01-10 17:48,127.1161055,34.7743843
3.4,1.4,57.5,10003,2024-01-10 17:48,127.1161055,34.7743843
3.4,1.5,57.5,10003,2024-01-10 17:48,127.1161055,34.7743843
3.5,1.7,57.5,10003,2024-01-10 17:48,127.1163284,34.7743989
3.4,1.9,57.5,10003,2024-01-10 17:48,127.1163284,34.7743989
3.5,1.6,57.5,10003,2024-01-10 17:48,127.1165524,34.7744032
3.5,1.7,57.5,10003,2024-01-10 17:48,127.1165524,34.7744032
3.4,1.8,57.5,10003,2024-01-10 17:48,127.1167704,34.7744009
3.4,1.6,57.5,10002,2024-01-10 17:48,127.1167704,34.7744009
3.4,0.9,57.5,10002,2024-01-10 17:48,127.1169875,34.7743956
3.5,1.3,57.5,10001,2024-01-10 17:48,127.1171998,34.7743892
3.5,1.5,57.5,10001,2024-01-10 17:48,127.1171998,34.7743892
3.5,1.5,57.5,10000,2024-01-10 17:48,127.1174109,34.7743768
3.5,0.9,57.5,10000,2024-01-10 17:48,127.1174109,34.7743768
3.5,0.9,57.5,10000,2024-01-10 17:48,127.1174109,34.7743768
3.5,1,57.5,9999,2024-01-10 17:48,127.1176243,34.7743604
3.4,1.3,57.6,9998,2024-01-10 17:48,127.1176243,34.7743604
3.5,0.9,57.6,9998,2024-01-10 17:48,127.1178369,34.7743425
3.5,1,57.6,9996,2024-01-10 17:48,127.1180485,34.774322
3.5,1,57.6,9995,2024-01-10 17:48,127.118257,34.7743061
3.4,1,57.6,9995,2024-01-10 17:48,127.118257,34.7743061
3.5,1.2,57.6,9995,2024-01-10 17:48,127.1184688,34.7742898
3.5,1.2,57.6,9995,2024-01-10 17:48,127.1184688,34.7742898
3.4,1.3,57.6,9994,2024-01-10 17:48,127.1186826,34.7742701
3.5,1.5,57.6,9994,2024-01-10 17:48,127.1188931,34.7742515
3.4,1.4,57.6,9993,2024-01-10 17:48,127.1188931,34.7742515
3.4,1.3,57.7,9994,2024-01-10 17:48,127.1191037,34.7742325
3.4,0.9,57.7,9996,2024-01-10 17:48,127.1193129,34.7742147
3.4,0.8,57.7,9996,2024-01-10 17:48,127.1195164,34.7741962
3.4,1.5,57.7,9997,2024-01-10 17:48,127.1195164,34.7741962
3.4,1.1,57.7,9997,2024-01-10 17:48,127.1197211,34.7741789
3.4,1.2,57.7,9997,2024-01-10 17:48,127.1197211,34.7741789
3.4,0.9,57.7,9997,2024-01-10 17:48,127.1199247,34.7741625
3.4,0.9,57.7,9997,2024-01-10 17:48,127.1199247,34.7741625
3.4,0.3,57.7,9997,2024-01-10 17:48,127.1201278,34.7741465
3.4,0.4,57.7,9996,2024-01-10 17:48,127.1201278,34.7741465
3.4,0.9,57.7,9996,2024-01-10 17:48,127.1203305,34.774134
3.4,0.8,57.7,9996,2024-01-10 17:48,127.1203305,34.774134
3.4,0.9,57.7,9995,2024-01-10 17:48,127.120535,34.7741227
3.4,0.4,57.8,9995,2024-01-10 17:48,127.1207425,34.774109
3.4,0.5,57.8,9994,2024-01-10 17:48,127.1207425,34.774109
3.4,0.1,57.8,9994,2024-01-10 17:48,127.1209524,34.7740954
3.4,-0.7,57.8,9994,2024-01-10 17:48,127.1209524,34.7740954
3.4,-2,57.8,9994,2024-01-10 17:48,127.1211649,34.7740834
3.4,-2.4,57.8,9995,2024-01-10 17:48,127.1213797,34.7740725
3.4,-2.3,57.8,9996,2024-01-10 17:48,127.1213797,34.7740725
3.4,-2.3,57.8,9996,2024-01-10 17:48,127.1215966,34.7740616
3.4,-2.4,57.8,9997,2024-01-10 17:48,127.1215966,34.7740616
3.4,-2.3,57.8,9998,2024-01-10 17:48,127.121812,34.7740527
3.4,-0.5,57.9,9999,2024-01-10 17:48,127.1220224,34.7740456
3.4,-0.1,57.9,10000,2024-01-10 17:48,127.1222321,34.7740369
3.4,-0.2,57.9,10000,2024-01-10 17:48,127.1222321,34.7740369
3.4,-1,57.9,10001,2024-01-10 17:48,127.1224469,34.7740267
3.4,-1.9,57.9,10001,2024-01-10 17:48,127.1224469,34.7740267
3.4,-2.2,57.9,10001,2024-01-10 17:48,127.1226678,34.7740155
3.3,-2.2,57.9,10002,2024-01-10 17:48,127.1226678,34.7740155
3.4,-2.2,57.9,10002,2024-01-10 17:48,127.122903,34.7740039
3.4,-2.3,57.9,10002,2024-01-10 17:48,127.122903,34.7740039
3.4,-2.3,57.9,10003,2024-01-10 17:48,127.1231402,34.7739919
3.4,-2.4,57.9,10003,2024-01-10 17:48,127.1231402,34.7739919
3.4,-2.5,57.9,10004,2024-01-10 17:48,127.1233809,34.7739788
3.4,-2.5,57.9,10005,2024-01-10 17:48,127.1236047,34.7739735
3.4,-2.4,58,10005,2024-01-10 17:48,127.1238277,34.773968
3.4,-2.5,58,10005,2024-01-10 17:48,127.1238277,34.773968
3.4,-2.5,58,10006,2024-01-10 17:48,127.1240561,34.773968
3.3,-2.6,58,10007,2024-01-10 17:48,127.1240561,34.773968
3.4,-2.6,58,10008,2024-01-10 17:48,127.1242911,34.7739721
3.3,-2.5,58,10009,2024-01-10 17:48,127.1242911,34.7739721
3.3,-2.6,58,10010,2024-01-10 17:48,127.1245267,34.7739832
3.3,-2.7,58.1,10011,2024-01-10 17:48,127.1247704,34.7740042
3.3,-2.4,58.1,10011,2024-01-10 17:48,127.1247704,34.7740042
3.3,-1.9,58.1,10012,2024-01-10 17:48,127.1250114,34.7740284
3.3,-1.8,58.1,10012,2024-01-10 17:48,127.1252543,34.7740615
3.3,-1.1,58.1,10013,2024-01-10 17:48,127.1252543,34.7740615
3.3,-0.3,58.1,10013,2024-01-10 17:48,127.1254915,34.7741022
3.3,-0.2,58.1,10013,2024-01-10 17:48,127.1254915,34.7741022
3.3,0,58.2,10015,2024-01-10 17:48,127.1257284,34.7741502
3.3,0.2,58.2,10016,2024-01-10 17:48,127.1257284,34.7741502
3.3,0.5,58.2,10017,2024-01-10 17:48,127.1259662,34.7742066
3.3,0.2,58.2,10019,2024-01-10 17:48,127.1259662,34.7742066
3.3,0.4,58.2,10020,2024-01-10 17:48,127.1261887,34.7742757
3.3,0.5,58.2,10021,2024-01-10 17:48,127.1261887,34.7742757
3.3,0.1,58.2,10021,2024-01-10 17:48,127.1264001,34.7743512
3.3,0.6,58.2,10022,2024-01-10 17:48,127.1264001,34.7743512
3.3,0.7,58.3,10024,2024-01-10 17:48,127.1266053,34.7744309
3.3,0.5,58.3,10025,2024-01-10 17:48,127.1266053,34.7744309
3.3,0.7,58.3,10026,2024-01-10 17:48,127.1268017,34.7745206
3.3,1.1,58.3,10027,2024-01-10 17:48,127.1268017,34.7745206
3.3,0.8,58.3,10027,2024-01-10 17:48,127.1269974,34.7746125
3.3,0.8,58.3,10027,2024-01-10 17:48,127.1269974,34.7746125
3.3,1,58.3,10028,2024-01-10 17:48,127.1271839,34.7747113
3.3,0.8,58.3,10029,2024-01-10 17:48,127.1271839,34.7747113
3.3,0.7,58.3,10029,2024-01-10 17:48,127.1273593,34.7748178
3.3,1,58.3,10029,2024-01-10 17:48,127.1273593,34.7748178
3.3,1.1,58.3,10030,2024-01-10 17:49,127.127538,34.7749323
3.3,1,58.3,10030,2024-01-10 17:49,127.127538,34.7749323
3.3,0.6,58.3,10030,2024-01-10 17:49,127.1277176,34.7750491
3.3,0.7,58.3,10031,2024-01-10 17:49,127.1277176,34.7750491
3.3,1.3,58.3,10031,2024-01-10 17:49,127.1278863,34.7751712
3.3,1.3,58.3,10032,2024-01-10 17:49,127.1278863,34.7751712
3.3,1.3,58.2,10032,2024-01-10 17:49,127.1280445,34.7753004
3.4,1.5,58.2,10033,2024-01-10 17:49,127.1280445,34.7753004
3.4,1.4,58.2,10034,2024-01-10 17:49,127.1281998,34.7754338
3.4,1.2,58.2,10034,2024-01-10 17:49,127.1281998,34.7754338
3.4,1.1,58.2,10035,2024-01-10 17:49,127.1283545,34.7755703
3.4,0,58.2,10036,2024-01-10 17:49,127.1283545,34.7755703
3.4,0,58.2,10038,2024-01-10 17:49,127.1285045,34.7757036
3.4,0,58.2,10039,2024-01-10 17:49,127.1285045,34.7757036
3.4,-0.1,58.2,10040,2024-01-10 17:49,127.1286476,34.7758387
3.4,-0.1,58.2,10041,2024-01-10 17:49,127.1286476,34.7758387
3.4,0.3,58.2,10042,2024-01-10 17:49,127.1287858,34.7759753
3.4,-0.1,58.2,10042,2024-01-10 17:49,127.1287858,34.7759753
3.4,0,58.1,10043,2024-01-10 17:49,127.1289253,34.7761087
3.4,0,58.1,10045,2024-01-10 17:49,127.1289253,34.7761087
3.4,-0.3,58.1,10046,2024-01-10 17:49,127.1290634,34.7762417
3.4,-0.5,58.1,10047,2024-01-10 17:49,127.1290634,34.7762417
3.4,-0.2,58.1,10048,2024-01-10 17:49,127.1292005,34.7763757
3.4,-0.1,58.1,10049,2024-01-10 17:49,127.1292005,34.7763757
3.4,0.1,58.1,10051,2024-01-10 17:49,127.1293366,34.7765044
3.4,-0.3,58.1,10051,2024-01-10 17:49,127.1293366,34.7765044
3.4,0.1,58.1,10052,2024-01-10 17:49,127.129473,34.776633
3.4,0.4,58.1,10053,2024-01-10 17:49,127.129473,34.776633
3.4,0.3,58.1,10054,2024-01-10 17:49,127.129606,34.7767605
3.4,0.9,58.1,10055,2024-01-10 17:49,127.129606,34.7767605
3.4,0.5,58,10055,2024-01-10 17:49,127.1297395,34.7768887
3.4,0.5,58,10056,2024-01-10 17:49,127.1297395,34.7768887
3.4,0.6,58,10056,2024-01-10 17:49,127.1298697,34.7770159
3.4,0.8,58,10057,2024-01-10 17:49,127.1298697,34.7770159
3.4,1,58,10058,2024-01-10 17:49,127.1300033,34.7771429
3.4,-0.1,58,10059,2024-01-10 17:49,127.1300033,34.7771429
3.4,-0.3,58,10059,2024-01-10 17:49,127.1301382,34.7772721
3.4,-0.3,58,10058,2024-01-10 17:49,127.1301382,34.7772721
3.4,-0.6,57.9,10057,2024-01-10 17:49,127.1302727,34.7774057
3.4,-0.8,57.9,10058,2024-01-10 17:49,127.1302727,34.7774057
3.4,-1,57.9,10059,2024-01-10 17:49,127.1304078,34.7775394
3.4,-0.7,57.9,10059,2024-01-10 17:49,127.1304078,34.7775394
3.4,-0.7,57.9,10058,2024-01-10 17:49,127.1305447,34.7776743
3.4,-0.3,57.9,10058,2024-01-10 17:49,127.1305447,34.7776743
3.4,-0.5,57.9,10058,2024-01-10 17:49,127.1306834,34.777806
3.4,-0.4,57.9,10059,2024-01-10 17:49,127.1306834,34.777806
3.4,-0.5,57.9,10060,2024-01-10 17:49,127.1308232,34.7779363
3.4,0,57.9,10060,2024-01-10 17:49,127.1308232,34.7779363
3.5,-0.8,57.9,10060,2024-01-10 17:49,127.1309586,34.7780674
3.4,-0.9,57.9,10061,2024-01-10 17:49,127.1309586,34.7780674
3.4,-0.5,57.9,10061,2024-01-10 17:49,127.1310982,34.7781985
3.4,-0.1,57.9,10062,2024-01-10 17:49,127.1310982,34.7781985
3.4,0,57.9,10063,2024-01-10 17:49,127.1312375,34.7783264
3.4,-0.2,57.9,10063,2024-01-10 17:49,127.1312375,34.7783264
3.4,-0.4,57.9,10063,2024-01-10 17:49,127.1313822,34.7784525
3.4,-0.8,57.9,10063,2024-01-10 17:49,127.1313822,34.7784525
3.4,-0.6,57.9,10063,2024-01-10 17:49,127.131536,34.7785796
3.4,-0.6,57.9,10063,2024-01-10 17:49,127.131536,34.7785796
3.4,-0.8,58.1,10063,2024-01-10 17:49,127.1316995,34.7787026
3.4,-0.8,58.1,10064,2024-01-10 17:49,127.1316995,34.7787026
3.4,-0.9,58.1,10065,2024-01-10 17:49,127.1318715,34.7788174
3.4,-1,58.1,10067,2024-01-10 17:49,127.1318715,34.7788174
3.4,-0.6,58.1,10068,2024-01-10 17:49,127.1320534,34.7789217
3.4,-0.5,58.1,10070,2024-01-10 17:49,127.1320534,34.7789217
3.4,0.7,58.1,10071,2024-01-10 17:49,127.132236,34.7790185
3.4,1.1,58.1,10072,2024-01-10 17:49,127.132236,34.7790185
3.4,1.2,58,10074,2024-01-10 17:49,127.1324263,34.7791075
3.4,1.2,58,10076,2024-01-10 17:49,127.1324263,34.7791075
3.4,1.4,58,10077,2024-01-10 17:49,127.1326215,34.7791831
3.4,1.6,58,10079,2024-01-10 17:49,127.1326215,34.7791831
3.4,1.4,58,10080,2024-01-10 17:49,127.1328293,34.7792381
3.4,1.5,58,10081,2024-01-10 17:49,127.1328293,34.7792381
