기온,노면온도,습도,alti_,시간,경도,위도
-0.5,-5.9,70.8,10071,2024-01-11 08:10:20,127.1298664,34.7772168
-0.5,-5.8,70.8,10072,2024-01-11 08:10:19,127.1300043,34.7773498
-0.5,-5.9,70.8,10072,2024-01-11 08:10:19,127.1300043,34.7773498
-0.5,-5.8,70.7,10073,2024-01-11 08:10:18,127.1301443,34.7774808
-0.5,-5.7,70.7,10073,2024-01-11 08:10:18,127.1301443,34.7774808
-0.5,-5.8,70.7,10074,2024-01-11 08:10:17,127.1302847,34.7776154
-0.5,-5.7,70.7,10074,2024-01-11 08:10:17,127.1302847,34.7776154
-0.5,-5.7,70.7,10075,2024-01-11 08:10:16,127.1304269,34.7777516
-0.5,-5.8,70.7,10075,2024-01-11 08:10:16,127.1304269,34.7777516
-0.4,-5.8,70.7,10076,2024-01-11 08:10:15,127.1305714,34.7778888
-0.4,-6.0,70.7,10076,2024-01-11 08:10:15,127.1305714,34.7778888
-0.4,-5.8,70.6,10078,2024-01-11 08:10:14,127.1307185,34.7780249
-0.4,-5.7,70.6,10077,2024-01-11 08:10:14,127.1307185,34.7780249
-0.4,-5.9,70.6,10080,2024-01-11 08:10:13,127.1308666,34.7781617
-0.4,-5.9,70.6,10079,2024-01-11 08:10:13,127.1308666,34.7781617
-0.4,-5.7,70.6,10081,2024-01-11 08:10:12,127.1310165,34.7782973
-0.4,-5.8,70.6,10080,2024-01-11 08:10:12,127.1310165,34.7782973
-0.3,-5.9,70.6,10083,2024-01-11 08:10:11,127.131168,34.7784312
-0.4,-5.9,70.6,10082,2024-01-11 08:10:11,127.131168,34.7784312
-0.3,-5.8,70.5,10085,2024-01-11 08:10:10,127.1313152,34.7785633
-0.4,-5.8,70.5,10084,2024-01-11 08:10:10,127.1313152,34.7785633
-0.3,-5.9,70.5,10087,2024-01-11 08:10:09,127.1314727,34.7786915
-0.3,-5.9,70.5,10086,2024-01-11 08:10:09,127.1314727,34.7786915
-0.3,-5.9,70.4,10088,2024-01-11 08:10:08,127.1316436,34.7788105
-0.3,-5.8,70.4,10087,2024-01-11 08:10:08,127.1316436,34.7788105
-0.3,-5.9,70.4,10090,2024-01-11 08:10:07,127.1318191,34.7789256
-0.3,-5.9,70.4,10089,2024-01-11 08:10:07,127.1318191,34.7789256
-0.4,-5.8,70.4,10091,2024-01-11 08:10:06,127.132,34.7790325
-0.3,-5.9,70.4,10090,2024-01-11 08:10:06,127.132,34.7790325
-0.4,-5.8,70.4,10092,2024-01-11 08:10:05,127.1321869,34.7791297
-0.4,-5.7,70.4,10092,2024-01-11 08:10:05,127.1321869,34.7791297
-0.4,-5.8,70.3,10094,2024-01-11 08:10:04,127.1323802,34.7792164
-0.4,-6.0,70.3,10093,2024-01-11 08:10:04,127.1323802,34.7792164
-0.4,-5.8,70.3,10095,2024-01-11 08:10:03,127.132579,34.7792874
-0.4,-5.7,70.3,10094,2024-01-11 08:10:03,127.132579,34.7792874
-0.4,-5.7,70.3,10096,2024-01-11 08:10:02,127.1327787,34.7793459
-0.4,-5.8,70.3,10096,2024-01-11 08:10:02,127.1327787,34.7793459
-0.5,-5.8,70.3,10098,2024-01-11 08:10:01,127.132985,34.7793912
-0.5,-5.7,70.3,10097,2024-01-11 08:10:01,127.132985,34.7793912
-0.5,-5.9,70.2,10099,2024-01-11 08:10:00,127.1331915,34.7794258
-0.5,-5.9,70.2,10098,2024-01-11 08:10:00,127.1331915,34.7794258
-0.5,-5.8,70.2,10100,2024-01-11 08:09:59,127.133397,34.7794491
-0.5,-5.8,70.2,10099,2024-01-11 08:09:59,127.133397,34.7794491
-0.5,-5.7,70.2,10100,2024-01-11 08:09:58,127.1336001,34.7794609
-0.5,-5.8,70.2,10100,2024-01-11 08:09:58,127.1336001,34.7794609
-0.5,-5.3,70.2,10100,2024-01-11 08:09:57,127.1338061,34.7794633
-0.5,-5.8,70.2,10100,2024-01-11 08:09:57,127.1338061,34.7794633
-0.5,-5.3,70.2,10100,2024-01-11 08:09:56,127.1340156,34.7794568
-0.5,-5.4,70.2,10100,2024-01-11 08:09:56,127.1340156,34.7794568
-0.5,-5.2,70.2,10103,2024-01-11 08:09:55,127.1342236,34.7794405
-0.5,-5.3,70.2,10101,2024-01-11 08:09:55,127.1342236,34.7794405
-0.5,-5.2,70.1,10104,2024-01-11 08:09:54,127.134426,34.779414
-0.5,-5.3,70.1,10103,2024-01-11 08:09:54,127.134426,34.779414
-0.5,-5.1,70.1,10106,2024-01-11 08:09:53,127.1346289,34.7793767
-0.5,-5.2,70.1,10105,2024-01-11 08:09:53,127.1346289,34.7793767
-0.5,-5.1,70.1,10108,2024-01-11 08:09:52,127.1348314,34.7793286
-0.5,-5.1,70.1,10107,2024-01-11 08:09:52,127.1348314,34.7793286
-0.5,-5.1,70.1,10110,2024-01-11 08:09:51,127.1350258,34.7792691
-0.5,-5.2,70.1,10109,2024-01-11 08:09:51,127.1350258,34.7792691
-0.5,-4.7,70.1,10112,2024-01-11 08:09:50,127.1352151,34.7792016
-0.5,-5.1,70.1,10111,2024-01-11 08:09:50,127.1352151,34.7792016
-0.5,-4.9,70.1,10113,2024-01-11 08:09:49,127.1354077,34.7791202
-0.5,-5.0,70.1,10113,2024-01-11 08:09:49,127.1354077,34.7791202
-0.5,-5.0,70.1,10115,2024-01-11 08:09:48,127.1355936,34.7790314
-0.5,-4.7,70.1,10114,2024-01-11 08:09:48,127.1355936,34.7790314
-0.5,-5.3,70.1,10116,2024-01-11 08:09:47,127.1357724,34.778933
-0.5,-4.8,70.1,10115,2024-01-11 08:09:47,127.1357724,34.778933
-0.5,-5.3,70.0,10118,2024-01-11 08:09:46,127.1359466,34.7788292
-0.5,-5.4,70.0,10116,2024-01-11 08:09:46,127.1359466,34.7788292
-0.5,-5.4,70.0,10121,2024-01-11 08:09:45,127.1361181,34.778723
-0.5,-5.4,70.0,10120,2024-01-11 08:09:45,127.1361181,34.778723
-0.5,-5.4,69.9,10122,2024-01-11 08:09:44,127.1362875,34.7786117
-0.5,-5.2,69.9,10122,2024-01-11 08:09:44,127.1362875,34.7786117
-0.5,-5.5,69.9,10123,2024-01-11 08:09:43,127.1364499,34.7784996
-0.5,-5.5,69.9,10123,2024-01-11 08:09:43,127.1364499,34.7784996
-0.5,-5.6,69.9,10124,2024-01-11 08:09:42,127.1366183,34.7783863
-0.6,-5.6,69.9,10123,2024-01-11 08:09:42,127.1366183,34.7783863
-0.5,-5.7,69.9,10124,2024-01-11 08:09:41,127.1367862,34.778273
-0.5,-5.6,69.9,10124,2024-01-11 08:09:41,127.1367862,34.778273
-0.5,-5.8,69.9,10125,2024-01-11 08:09:40,127.1369556,34.7781571
-0.5,-5.8,69.9,10125,2024-01-11 08:09:40,127.1369556,34.7781571
-0.5,-5.7,69.9,10126,2024-01-11 08:09:39,127.137122,34.7780455
-0.5,-5.7,69.9,10126,2024-01-11 08:09:39,127.137122,34.7780455
-0.5,-5.9,69.9,10128,2024-01-11 08:09:38,127.1372873,34.7779344
-0.5,-5.8,69.9,10127,2024-01-11 08:09:38,127.1372873,34.7779344
-0.5,-5.7,69.9,10129,2024-01-11 08:09:37,127.1374516,34.7778243
-0.5,-5.8,69.9,10128,2024-01-11 08:09:37,127.1374516,34.7778243
-0.5,-5.6,69.9,10130,2024-01-11 08:09:36,127.1376132,34.7777137
-0.5,-5.7,69.9,10129,2024-01-11 08:09:36,127.1376132,34.7777137
-0.5,-5.6,69.9,10131,2024-01-11 08:09:35,127.1377745,34.7776039
-0.5,-5.7,69.9,10130,2024-01-11 08:09:35,127.1377745,34.7776039
-0.5,-5.7,69.8,10132,2024-01-11 08:09:34,127.1379487,34.7774984
-0.5,-5.6,69.8,10132,2024-01-11 08:09:34,127.1379487,34.7774984
-0.5,-5.5,69.8,10134,2024-01-11 08:09:33,127.138129,34.7773985
-0.5,-5.6,69.8,10133,2024-01-11 08:09:33,127.138129,34.7773985
-0.5,-5.6,69.8,10136,2024-01-11 08:09:32,127.1383103,34.7773082
-0.5,-5.5,69.8,10135,2024-01-11 08:09:32,127.1383103,34.7773082
-0.5,-5.5,69.8,10137,2024-01-11 08:09:31,127.1385004,34.7772239
-0.5,-5.5,69.8,10136,2024-01-11 08:09:31,127.1385004,34.7772239
-0.5,-5.2,69.7,10137,2024-01-11 08:09:30,127.1386935,34.7771492
-0.5,-5.5,69.7,10137,2024-01-11 08:09:30,127.1386935,34.7771492
-0.5,-4.8,69.7,10139,2024-01-11 08:09:29,127.1388913,34.7770864
-0.5,-4.8,69.7,10137,2024-01-11 08:09:29,127.1388913,34.7770864
-0.5,-5.0,69.7,10140,2024-01-11 08:09:28,127.1390971,34.7770367
-0.5,-4.9,69.7,10140,2024-01-11 08:09:28,127.1390971,34.7770367
-0.5,-5.4,69.7,10140,2024-01-11 08:09:27,127.1393098,34.7769974
-0.5,-5.3,69.7,10140,2024-01-11 08:09:27,127.1393098,34.7769974
-0.5,-5.4,69.7,10140,2024-01-11 08:09:26,127.1395221,34.7769633
-0.5,-5.4,69.7,10140,2024-01-11 08:09:26,127.1395221,34.7769633
-0.5,-5.5,69.7,10141,2024-01-11 08:09:25,127.1397344,34.7769376
-0.5,-5.6,69.7,10140,2024-01-11 08:09:25,127.1397344,34.7769376
-0.5,-5.5,69.7,10141,2024-01-11 08:09:24,127.1399522,34.7769228
-0.5,-5.9,69.7,10143,2024-01-11 08:09:23,127.1401718,34.7769168
-0.5,-5.8,69.7,10143,2024-01-11 08:09:23,127.1401718,34.7769168
-0.5,-5.7,69.7,10142,2024-01-11 08:09:23,127.1399522,34.7769228
-0.5,-6.0,69.6,10143,2024-01-11 08:09:22,127.140388,34.7769196
-0.5,-5.9,69.6,10143,2024-01-11 08:09:22,127.140388,34.7769196
-0.4,-6.0,69.6,10142,2024-01-11 08:09:21,127.1406084,34.7769285
-0.4,-6.2,69.6,10143,2024-01-11 08:09:21,127.1406084,34.7769285
-0.4,-6.1,69.7,10142,2024-01-11 08:09:20,127.1408328,34.7769405
-0.4,-5.5,69.7,10143,2024-01-11 08:09:19,127.1410609,34.7769567
-0.4,-5.7,69.7,10142,2024-01-11 08:09:19,127.1410609,34.7769567
-0.4,-6.0,69.7,10142,2024-01-11 08:09:19,127.1408328,34.7769405
-0.4,-5.7,69.6,10143,2024-01-11 08:09:18,127.1412896,34.7769706
-0.4,-5.1,69.6,10146,2024-01-11 08:09:17,127.1415208,34.7769868
-0.4,-5.4,69.6,10145,2024-01-11 08:09:17,127.1415208,34.7769868
-0.4,-5.6,69.6,10144,2024-01-11 08:09:17,127.1412896,34.7769706
-0.4,-5.1,69.5,10146,2024-01-11 08:09:16,127.1417565,34.7770047
-0.4,-5.4,69.5,10147,2024-01-11 08:09:15,127.1419925,34.7770245
-0.4,-5.1,69.5,10147,2024-01-11 08:09:15,127.1417565,34.7770047
-0.4,-5.8,69.6,10147,2024-01-11 08:09:14,127.1422275,34.7770445
-0.4,-5.4,69.5,10147,2024-01-11 08:09:14,127.1419925,34.7770245
-0.4,-5.2,69.6,10150,2024-01-11 08:09:13,127.1424613,34.7770628
-0.4,-5.4,69.6,10149,2024-01-11 08:09:13,127.1422275,34.7770445
-0.4,-5.3,69.6,10152,2024-01-11 08:09:12,127.1426917,34.7770806
-0.4,-5.1,69.6,10151,2024-01-11 08:09:12,127.1424613,34.7770628
-0.4,-5.6,69.6,10152,2024-01-11 08:09:11,127.1429228,34.7771005
-0.4,-5.4,69.6,10152,2024-01-11 08:09:11,127.1429228,34.7771005
-0.3,-5.6,69.5,10154,2024-01-11 08:09:10,127.1431531,34.7771213
-0.4,-5.5,69.6,10153,2024-01-11 08:09:10,127.1429228,34.7771005
-0.3,-5.5,69.5,10154,2024-01-11 08:09:09,127.1433813,34.777138
-0.4,-5.7,69.5,10154,2024-01-11 08:09:09,127.1433813,34.777138
-0.4,-5.6,69.5,10154,2024-01-11 08:09:09,127.1431531,34.7771213
-0.4,-5.5,69.4,10154,2024-01-11 08:09:08,127.1436079,34.7771538
-0.3,-5.1,69.4,10154,2024-01-11 08:09:07,127.1438336,34.7771718
-0.3,-5.1,69.4,10154,2024-01-11 08:09:07,127.1438336,34.7771718
-0.4,-5.0,69.4,10154,2024-01-11 08:09:06,127.1440585,34.7771894
-0.3,-4.9,69.4,10154,2024-01-11 08:09:06,127.1438336,34.7771718
-0.3,-4.9,69.4,10155,2024-01-11 08:09:05,127.1442833,34.7772077
-0.4,-4.9,69.4,10154,2024-01-11 08:09:05,127.1440585,34.7771894
-0.4,-5.0,69.4,10157,2024-01-11 08:09:04,127.144507,34.7772226
-0.4,-4.9,69.4,10156,2024-01-11 08:09:04,127.1442833,34.7772077
-0.4,-4.7,69.4,10158,2024-01-11 08:09:03,127.1447291,34.7772361
-0.4,-4.8,69.4,10158,2024-01-11 08:09:03,127.1447291,34.7772361
-0.4,-4.3,69.3,10160,2024-01-11 08:09:02,127.1449488,34.7772448
-0.4,-4.9,69.3,10161,2024-01-11 08:09:01,127.1451664,34.7772518
-0.3,-4.5,69.3,10161,2024-01-11 08:09:01,127.1451664,34.7772518
-0.4,-4.8,69.3,10162,2024-01-11 08:09:00,127.1453816,34.7772572
-0.3,-5.1,69.3,10161,2024-01-11 08:09:00,127.1451664,34.7772518
-0.4,-4.4,69.3,10162,2024-01-11 08:08:59,127.1455994,34.7772593
-0.4,-4.7,69.3,10162,2024-01-11 08:08:59,127.1455994,34.7772593
-0.4,-4.8,69.3,10161,2024-01-11 08:08:58,127.1458185,34.7772592
-0.4,-4.3,69.3,10161,2024-01-11 08:08:58,127.1455994,34.7772593
-0.4,-5.0,69.3,10160,2024-01-11 08:08:57,127.1460389,34.7772567
-0.4,-5.0,69.3,10160,2024-01-11 08:08:57,127.1460389,34.7772567
-0.4,-5.0,69.3,10159,2024-01-11 08:08:56,127.1462604,34.7772503
-0.4,-5.0,69.3,10159,2024-01-11 08:08:56,127.1460389,34.7772567
-0.4,-5.0,69.3,10159,2024-01-11 08:08:55,127.1464786,34.7772389
-0.4,-4.9,69.3,10159,2024-01-11 08:08:55,127.1464786,34.7772389
-0.4,-5.0,69.3,10157,2024-01-11 08:08:54,127.1466999,34.7772242
-0.4,-4.9,69.3,10158,2024-01-11 08:08:54,127.1466999,34.7772242
-0.4,-5.2,69.3,10156,2024-01-11 08:08:53,127.1469262,34.7772057
-0.4,-4.8,69.3,10156,2024-01-11 08:08:53,127.1469262,34.7772057
-0.4,-5.1,69.3,10158,2024-01-11 08:08:52,127.14715,34.7771811
-0.4,-5.0,69.3,10157,2024-01-11 08:08:52,127.14715,34.7771811
-0.4,-4.9,69.3,10161,2024-01-11 08:08:51,127.1473737,34.7771533
-0.4,-4.9,69.3,10159,2024-01-11 08:08:51,127.1473737,34.7771533
-0.4,-4.8,69.3,10165,2024-01-11 08:08:50,127.1475967,34.7771187
-0.4,-4.8,69.3,10163,2024-01-11 08:08:50,127.1475967,34.7771187
-0.4,-5.2,69.3,10170,2024-01-11 08:08:49,127.1478222,34.7770834
-0.4,-4.9,69.3,10167,2024-01-11 08:08:49,127.1478222,34.7770834
-0.3,-5.2,69.3,10171,2024-01-11 08:08:48,127.1480487,34.7770441
-0.4,-5.2,69.3,10171,2024-01-11 08:08:48,127.1480487,34.7770441
-0.3,-5.0,69.3,10171,2024-01-11 08:08:47,127.1482773,34.7770034
-0.3,-5.0,69.3,10171,2024-01-11 08:08:47,127.1482773,34.7770034
-0.3,-4.8,69.3,10170,2024-01-11 08:08:46,127.1485066,34.7769606
-0.3,-4.9,69.3,10170,2024-01-11 08:08:46,127.1485066,34.7769606
-0.3,-5.0,69.3,10169,2024-01-11 08:08:45,127.1487336,34.7769185
-0.3,-4.8,69.3,10170,2024-01-11 08:08:45,127.1487336,34.7769185
-0.3,-5.1,69.3,10169,2024-01-11 08:08:44,127.1489603,34.7768761
-0.3,-5.2,69.3,10169,2024-01-11 08:08:44,127.1489603,34.7768761
-0.3,-5.4,69.3,10168,2024-01-11 08:08:43,127.1491832,34.7768365
-0.3,-5.3,69.3,10169,2024-01-11 08:08:43,127.1491832,34.7768365
-0.3,-5.3,69.2,10168,2024-01-11 08:08:42,127.1494077,34.7767973
-0.3,-5.2,69.3,10168,2024-01-11 08:08:42,127.1494077,34.7767973
-0.3,-5.3,69.2,10169,2024-01-11 08:08:41,127.1496313,34.7767588
-0.3,-5.2,69.2,10169,2024-01-11 08:08:41,127.1496313,34.7767588
-0.3,-5.5,69.2,10169,2024-01-11 08:08:40,127.149857,34.7767181
-0.3,-5.3,69.2,10169,2024-01-11 08:08:40,127.149857,34.7767181
-0.3,-5.6,69.2,10169,2024-01-11 08:08:39,127.1500785,34.7766757
-0.3,-5.5,69.2,10169,2024-01-11 08:08:39,127.1500785,34.7766757
-0.3,-5.3,69.2,10169,2024-01-11 08:08:38,127.1502969,34.776636
-0.3,-5.5,69.2,10168,2024-01-11 08:08:38,127.1502969,34.776636
-0.3,-5.8,69.2,10170,2024-01-11 08:08:37,127.1505143,34.7765956
-0.3,-5.6,69.2,10170,2024-01-11 08:08:37,127.1505143,34.7765956
-0.3,-5.5,69.2,10170,2024-01-11 08:08:36,127.1507296,34.7765546
