기온,노면온도,습도,alti_,시간,경도,위도
-3.5,-5.2,64,10146,2024-01-25 7:16,127.1305793,34.7778706
-3.5,-5.2,63.9,10150,2024-01-25 7:16,127.1307118,34.7779938
-3.5,-5.1,63.9,10149,2024-01-25 7:16,127.1307118,34.7779938
-3.5,-5.1,63.9,10153,2024-01-25 7:16,127.13084,34.7781151
-3.5,-5.1,63.9,10152,2024-01-25 7:16,127.13084,34.7781151
-3.5,-5.2,63.9,10155,2024-01-25 7:16,127.1309696,34.7782383
-3.5,-5.2,63.9,10154,2024-01-25 7:16,127.1309696,34.7782383
-3.5,-5.1,63.9,10156,2024-01-25 7:16,127.1310972,34.7783615
-3.5,-5.2,63.9,10156,2024-01-25 7:16,127.1310972,34.7783615
-3.5,-5.2,63.9,10157,2024-01-25 7:16,127.1312267,34.7784825
-3.5,-5.3,63.9,10157,2024-01-25 7:16,127.1312267,34.7784825
-3.5,-5.2,63.9,10158,2024-01-25 7:16,127.1313618,34.7785977
-3.6,-5.3,63.9,10157,2024-01-25 7:16,127.1313618,34.7785977
-3.5,-5.3,64,10159,2024-01-25 7:16,127.1314987,34.7787086
-3.6,-5.4,64,10158,2024-01-25 7:16,127.1314987,34.7787086
-3.5,-5.3,64,10159,2024-01-25 7:16,127.1316403,34.7788134
-3.6,-5.3,64,10159,2024-01-25 7:16,127.1316403,34.7788134
-3.6,-5.3,64,10159,2024-01-25 7:16,127.1317891,34.7789115
-3.6,-5.4,64,10158,2024-01-25 7:16,127.1319385,34.7789983
-3.6,-5.3,64,10158,2024-01-25 7:16,127.1319385,34.7789983
-3.6,-5.3,64,10161,2024-01-25 7:16,127.1320948,34.7790778
-3.6,-5.4,64,10159,2024-01-25 7:16,127.1320948,34.7790778
-3.6,-5.3,64,10163,2024-01-25 7:16,127.1322555,34.7791527
-3.6,-5.3,64,10162,2024-01-25 7:16,127.1322555,34.7791527
-3.6,-5.4,64,10165,2024-01-25 7:16,127.1324229,34.7792207
-3.6,-5.3,64,10164,2024-01-25 7:16,127.1324229,34.7792207
-3.6,-5.3,64,10167,2024-01-25 7:16,127.1325959,34.7792808
-3.6,-5.2,64,10166,2024-01-25 7:16,127.1325959,34.7792808
